Date,Open,High,Low,Close,Volume,MA5,MA10,MA20,RSI,MACD,Signal_Line,SMA,EMA,Adj Close
05-11-19,53.82,54.76,53.42,54.19,434225,60.46,127.77,133.16,69.22,-2.84,2.93,87.93,121.54,54.19
30-06-21,112.18,112.9,111.21,111.55,303096,131.26,106.5,57.11,68.98,-0.7,1.79,78.8,161.42,111.55
16-12-23,157.9,161.52,153.9,159.89,579159,86.02,174.93,148.83,30.61,-2.66,0.35,73.79,101.8,159.89
15-09-21,66.87,70.23,66.41,67.18,756696,136.17,104.45,69.73,50.24,0.01,-2.9,82.13,53.34,67.18
21-02-21,189.37,193.61,188.63,192.39,889775,97.61,76.53,162.45,57.11,-0.96,1.62,130.23,131.26,192.39
20-12-22,164.02,166.79,161.83,162.27,585391,61.31,190.85,64.29,62.94,-2.94,-4.19,190.93,148.94,162.27
25-01-21,109.45,112.46,108.43,109.19,722513,66.86,132.68,79.14,34.2,-4.41,0.69,99.39,135.61,109.19
26-01-20,91.43,95.04,87.67,88.92,291327,158.2,128.12,165.77,31.98,-0.81,-1.91,153.16,112.44,88.92
11-01-22,140.78,141.47,139.71,140.63,327852,131.28,178.62,132.07,69.97,0.69,-1.05,86.87,129.39,140.63
03-08-19,168.99,173.92,164.67,166.35,346492,178.7,178.8,52.86,65.7,2.66,-0.3,51.03,112.05,166.35
25-09-19,66.87,69.61,62.46,65.37,652669,152.63,70.14,160.83,47.3,-3.45,-4.79,110.62,149.67,65.37
29-08-23,161.26,162.84,159.6,161.28,517337,183.26,67.5,139.48,57.2,4.89,0.04,69.95,123,161.28
04-07-21,62.97,67.55,58.6,59.11,283396,185,151.58,57.98,67.05,2.85,0,160.11,120.1,59.11
14-11-21,81.36,85.52,76.56,82.45,266358,190.49,103.86,113.38,34.53,3.17,3.03,146.4,155.3,82.45
24-09-20,80.79,83.26,79.81,81.12,574137,170.4,151.32,61.72,69.84,-0.97,2.76,71.84,74.27,81.12
29-02-20,115.71,120.17,114.05,120,792049,72.5,168.42,123.72,43.71,-0.86,2.01,180.35,107.14,120
15-03-23,149.24,149.41,145.5,145.95,779791,155.2,135.68,79.87,44.04,4.28,-1.03,144.21,184.58,145.95
19-02-20,137.9,139.8,135.18,137.24,210076,198.39,140.87,148.9,42.7,4.5,-0.37,184.86,129.23,137.24
10-07-19,160.07,161.5,156.74,160.98,163211,119.65,135.48,166.45,53.79,-3.12,-2.66,152.73,193.75,160.98
18-05-23,197.4,201.91,195.57,197.59,107198,127.54,166.97,196.6,35.47,0.25,2.38,112.78,126.58,197.59
27-01-20,74.01,77.74,71.29,74.61,705723,121.79,120.1,188.34,40.29,2,-1.75,70.17,90.07,74.61
26-02-22,160.09,161.35,156.63,160.75,839590,134.24,98.21,105.56,45.55,1.49,1.13,112.7,183.57,160.75
12-08-23,138.03,138.35,136.29,136.74,578284,147.68,86.93,193.24,56.12,-1.23,-3.55,199.62,168.76,136.74
03-03-19,164.04,166.87,159.97,161.76,133181,113.84,85.59,169.58,60.13,-4.26,-1.46,184.42,195.18,161.76
26-12-22,137.44,141.42,136.12,139.18,116806,110.36,83.31,107.79,33.27,1.96,2.21,194.93,54.35,139.18
04-02-23,132.17,135.76,128.08,130.23,571546,116.37,156.19,115.77,67.62,4.88,-4.14,66.95,131.98,130.23
15-12-23,181.88,186.64,178.26,178.96,586629,150.25,155.35,130.97,59.13,0.34,-2.33,110.87,142.64,178.96
04-12-19,188.74,189.27,186.13,188.29,560362,81.25,169.21,165.79,30.78,2.57,3.96,81.25,192.41,188.29
24-06-21,107.16,111.47,106.38,111.31,239000,192.25,63.77,95.31,39.51,4.14,3.66,100.47,96.49,111.31
14-08-23,146.38,148.29,143,146.46,584336,134.32,128.06,185.33,31.1,3.66,-4.71,113.59,113.16,146.46
07-05-19,173.84,177.62,171.15,176.11,694552,94.57,56.68,66.84,48.55,-4.33,0.72,130.02,146.93,176.11
11-07-21,159.11,161.55,158.76,161.52,451722,97.98,81.08,69.8,50.97,4.43,-3.04,162.48,51.59,161.52
16-05-23,150.78,154.87,146.88,149.28,336978,111.33,104.06,165.99,64.69,-1.28,4.58,181.24,76.36,149.28
19-12-20,83.48,84.46,82.73,82.75,265510,170.4,190.41,87.94,61.32,0.38,-0.13,133.12,134.31,82.75
20-04-22,137.99,138.63,134.82,136.72,593842,90.65,136.49,82.93,56.19,0.77,4.72,151.86,66.53,136.72
31-01-19,129.89,132.63,128.36,131.68,793913,120.54,175.5,51.25,37.66,1.36,1.67,59.17,171.35,131.68
18-07-21,143.23,144.91,140,142.28,985439,152.53,111.67,193.64,43.07,-1.33,-1.63,82.76,84.89,142.28
24-03-22,97.4,100.98,93.01,98.66,316281,196.07,154.03,117.05,35.32,0.85,1.08,193.89,190.35,98.66
23-03-19,73.21,74.58,71.52,73.66,165154,176.08,123.91,195.05,38.46,-0.86,-1.8,66.27,67.91,73.66
31-03-20,82.77,84.94,78.02,81.47,118989,188.33,181.89,75.78,33.29,2.08,0.78,104.12,56.73,81.47
19-01-21,175.21,177.9,174.26,175.65,797655,89.89,53.46,143.75,57.14,-3.36,-1.56,185.58,189.7,175.65
09-11-19,187.28,191.49,186.82,191.29,946407,106.32,127.68,143.33,34.53,-0.17,1.1,69.26,70.83,191.29
30-05-23,87.06,91.89,86.61,87.99,391309,188.38,84.29,96.24,51.73,-3.07,2.58,184.59,144.22,87.99
08-09-20,160.01,160.28,155.43,158.88,446226,82.64,192.16,143.29,38.79,-0.26,-1.19,92.56,179.73,158.88
15-04-20,59.14,62.23,57.86,61.01,786911,112.85,172.14,98.12,49.4,0.54,3.06,121.72,157.53,61.01
04-02-19,116.91,120.34,115.78,118.5,262170,110.32,54.2,124.78,43.25,-0.45,4.46,108.7,53.05,118.5
22-01-24,139.2,139.89,136.23,136.99,830609,89.86,134.21,84,53.95,-0.44,0.42,196.84,53.1,136.99
05-04-23,72.86,74.17,69.59,70.56,640631,161.96,132.43,115.67,68.14,-3.61,3.26,108.75,52.81,70.56
14-01-22,90.52,91.18,88.89,89.88,931724,157.64,82.7,148.69,55.71,4.34,-3.36,88.46,178.89,89.88
25-01-23,162.79,163.72,158.86,161.51,541100,121.39,76.43,106.58,60.93,-1.38,3.27,67.68,169.05,161.51
08-10-23,65.35,66.81,61.17,64,447475,98.92,129.4,79.91,68.91,-2.71,-1.69,97.61,148.99,64
06-07-20,190.44,191.46,187.37,188.9,155861,63.61,188.46,104.37,56.8,-0.5,-0.35,106.32,67.59,188.9
03-01-22,154.9,154.93,153.29,154.15,835993,180.35,72.35,143.57,46.7,0.49,4.52,94.91,98.9,154.15
08-09-22,55.39,60.3,52.74,53.51,224050,164.93,62.31,97.38,62.53,-0.64,0.74,193.87,115.31,53.51
01-08-22,195.55,199.95,191.54,193.23,982159,82.98,71.92,191.32,50.57,-0.48,-0.64,75.85,174.83,193.23
21-04-19,140.86,141.75,137.44,138.65,430561,81.93,160.69,158.8,49.38,-3.7,-3.6,119.43,62.93,138.65
10-07-19,88.8,93.58,84.71,91.81,712611,105.59,73.99,166.34,32.42,4.55,3.34,79.14,78.84,91.81
24-11-21,180.42,182.52,178.94,180.51,590005,103.87,72.59,188.71,62.03,1.54,4.1,72.35,132.84,180.51
23-08-22,124.47,125.92,121.87,125.05,301292,79.65,192.62,65.73,45.31,2.49,-1.34,178.48,64.87,125.05
06-08-22,184.65,187.45,183.48,184.96,170937,70.61,142.28,188.25,62.31,3.18,-3.41,50.13,123.99,184.96
02-08-20,107.25,110.93,103.89,105.72,592433,164.41,137.65,158.36,40.09,4.43,-2.75,87.33,132.23,105.72
10-09-23,159.61,163.83,154.93,157.16,704507,136.03,97.6,67.43,66.92,-0.4,0.25,78.37,106.17,157.16
05-06-20,131.26,135.11,128.96,130.33,676371,119.78,196.09,91.56,34.53,-3.84,3.79,173.74,175.69,130.33
30-08-22,171.28,172.61,169.07,172.2,800353,87.1,83.76,97.03,54.18,2.63,3.57,56.12,97.98,172.2
07-11-22,137.77,138.6,133.58,138.58,438436,63.42,182.55,101.69,67.02,-4.63,-1.66,114.62,125.6,138.58
29-05-19,67.08,67.41,62.89,65.23,295323,76.28,75.32,77.44,57.18,-3.88,-4.99,103.98,58.25,65.23
03-11-20,67.08,71.72,62.82,63.59,824601,89.57,85.45,182.79,53.55,-2.63,-0.62,58.39,162.09,63.59
06-02-19,89.12,91.07,85.68,86.25,754027,137.79,175.31,89.87,57.25,0.18,3.04,164.99,168.29,86.25
20-03-23,186.48,191.1,185.73,190.23,918702,184.18,155.1,50.84,54.6,4.39,-3.71,91.72,189.47,190.23
03-04-22,159.36,162.23,154.78,161.68,900380,177.65,134.06,185.66,32.48,-0.05,-4.94,139.26,154.24,161.68
07-12-20,144.13,145.96,142.13,142.83,823941,129.3,155.92,181.89,42.45,-2.01,-0.45,178.08,137.52,142.83
24-03-21,68.19,69.72,65,66.5,837311,63.16,131.67,101.76,62.55,0.26,4.64,89.49,56,66.5
19-12-21,196.11,200.46,193.49,198.63,855843,198.32,121.29,93.84,52.14,-3.49,-4.82,135.84,150.43,198.63
29-10-23,58.79,60.82,56.75,59.38,961369,126.61,185.5,116.41,42.96,-4.37,-2.92,197.47,117.18,59.38
29-04-19,173.06,177.5,168.5,172.27,232482,107.6,87.29,122.31,45.11,3.47,-4.38,80.58,168.99,172.27
25-01-22,180.96,182.66,178.06,180.65,179205,129.4,137.01,181.25,68.46,-2.21,-1.05,155.04,72.8,180.65
10-07-20,171.8,172.76,169.88,171.74,461237,146.06,189.04,181.28,60.95,1.33,-3,161.58,53.92,171.74
10-11-23,155.33,157.12,155,156.55,661299,118.95,72.8,119.35,59.12,-4.12,-2.17,125.54,73.49,156.55
31-01-20,75.87,77.54,73.07,76.26,990448,69.01,82.81,187.98,57.79,0.57,-2.69,136.76,147.91,76.26
04-01-22,81.56,84.36,81.39,83.5,203524,176.13,180.19,149.26,62.38,-1.91,0.69,50.97,168.67,83.5
06-09-21,131.35,134.56,128.11,132.1,961395,181.28,155.02,131.03,64.58,1.8,-4.43,136.04,165.85,132.1
22-10-20,112.28,113.12,108.59,109.54,379188,82.68,125.22,157.53,68.64,3.87,4.35,60.33,59.68,109.54
27-07-20,57.44,58.7,54.68,55.2,140401,130.19,178.64,84.9,49.18,0.37,-1.3,116.17,60.98,55.2
24-05-23,137.68,139.02,133.4,135.71,931529,131.77,106.26,195.61,64.69,-1.1,3.73,147.38,175.7,135.71
12-02-22,170.11,170.7,166.32,167.76,746665,63.37,157.4,82.7,65.61,-3.69,3.27,106.74,164.37,167.76
02-10-22,132.03,132.44,132.01,132.02,720367,155.86,125.12,187.55,62.07,-0.91,-0.18,166.49,170.22,132.02
02-01-20,176.92,179.58,172.93,178.29,700654,189.51,118.55,196.06,68.97,-4.05,-3.66,134.27,172.84,178.29
20-01-20,137.11,138.14,133.4,137.31,463146,148.52,168.09,109.69,59.26,1.49,3.78,55.92,53.07,137.31
23-07-22,168.6,172.08,166.61,170.5,692707,95.32,129.48,78.05,35.95,-0.44,-1.82,149.23,191.41,170.5
04-08-19,135.99,137.01,132.97,134.84,669006,157.85,71.41,64.02,42.34,-3.39,-0.7,103.92,70.19,134.84
23-01-20,166.64,169.15,163.07,166.14,637899,104.04,60.21,182.25,57.11,-1.01,-3.84,164.87,177.28,166.14
21-04-20,58.25,62.82,53.93,56.85,642072,169.82,55.82,98.02,44.45,4.29,2.45,168.06,182.12,56.85
10-11-19,94.98,99.83,91.6,92.87,729598,158.64,187.34,156.88,31.68,-4.96,-4.01,156.33,108.8,92.87
18-11-22,132.28,135.56,128.87,135.4,218268,136.87,178.68,157.8,37.65,3.1,3.91,73.2,185.81,135.4
08-08-22,60.26,63.7,59.24,60.28,801093,140.85,101.46,128.89,40.98,0.24,4.31,105.01,61.3,60.28
05-02-23,147.54,150.76,144.3,146.89,678691,150.53,97.96,95.7,37.19,4.14,-4.52,89.01,131.8,146.89
09-04-21,57.29,60.85,56.37,60.12,359876,130.77,164.48,123.32,63.02,-1.59,-4.82,118.84,50.69,60.12
17-05-22,180.16,181.46,179.54,180.82,343168,159.56,88.07,133.57,51.93,0.69,-1.67,90.86,158.23,180.82
17-07-20,177.46,177.68,175.57,175.73,254510,151.22,186.43,132.28,33.17,4.26,-1.86,193.8,157.39,175.73
20-01-23,149.6,151.55,145.69,146.83,776111,157.21,178.01,84.16,63.35,-4.76,-1.2,102.67,153.95,146.83
04-08-20,71.83,76.58,70.62,70.83,425913,150.25,100.14,139.73,53.7,2.78,-3.31,155.02,175.57,70.83
25-02-21,162.93,163.98,160.47,162.31,108488,104.32,57.7,83.32,68.33,4.63,4.37,197.93,81.57,162.31
11-09-21,52.19,54.7,51.42,51.42,815615,150.66,97.77,94.78,31.22,1.03,-0.13,126.15,74.29,51.42
28-08-19,194.93,199.14,194.32,194.46,552848,193.09,92.91,71.96,31.27,-4.41,-3.78,100.63,77.63,194.46
02-05-23,126.75,131.04,124.82,130.44,920531,87.89,55.92,98.91,49.15,4.39,3.78,64.23,168.57,130.44
05-12-23,139.9,144.05,138.46,143.21,175200,50.81,130.89,110.81,62.13,1.79,1.37,132.83,110.96,143.21
12-07-21,66.05,67.97,62.48,66.81,867073,70.9,173.19,61.95,68.71,-4.53,-2.75,125.73,176.58,66.81
04-05-22,101.28,101.69,96.76,99.93,988038,52.95,156.17,115.38,57.93,-4.01,0.01,57.48,147.58,99.93
23-04-22,131.82,133.87,126.94,129.57,453620,181.98,130.46,86.51,69.91,-1.61,-4.05,125.23,76.27,129.57
11-05-22,60.9,63.66,59.34,60.83,609933,73.07,102.14,100.91,50.37,-2,-2.45,122.25,199.12,60.83
25-11-23,191.22,195.3,187.12,195.01,953220,129.76,181.21,170.16,34.83,-3.62,1.94,166.58,192.73,195.01
22-05-19,146.64,147.38,145.16,146.98,715744,146.26,65.4,80.67,58.21,-1.61,-0.4,85.16,89.84,146.98
11-03-21,74.71,77.53,72.22,73.46,154211,52.51,70.43,135.43,46.9,0.31,-4.26,180.66,78.04,73.46
15-11-23,133.67,136.06,131.68,135.63,755863,53.57,105.5,159.43,34.05,0.12,3.05,180.94,77.82,135.63
26-08-22,65.92,66.96,61.86,65.67,557654,107.87,168.38,171.3,32.99,3.96,-4.08,144.6,199.8,65.67
23-04-21,189.83,191.94,188.25,191.59,174399,73.89,190.28,182.52,45.87,-2.94,0.85,198.04,178.01,191.59
24-01-21,175.63,178.7,173.87,174.68,124244,183.47,80.92,56.51,59.24,-2.3,0.26,128.88,99.83,174.68
04-05-19,84.92,89.71,81.58,82.15,940798,89.64,130.43,132.92,59.44,3.2,2.9,70.31,94.46,82.15
07-11-23,56.26,57.93,53.85,57.67,825016,70.22,173.13,148.48,67.31,4.34,1.9,145.87,195.9,57.67
08-08-21,193.58,197.2,190.7,194.81,290950,185.73,65.4,141.08,41.75,-3.53,-0.62,81.35,94.31,194.81
19-05-22,124.83,129.71,121.51,127.44,669402,89.95,90.21,178.01,60.46,-2.57,0.2,51.22,195.97,127.44
05-05-21,197.29,198.57,196.84,197.72,549706,119.51,80.26,83.07,61.22,3.19,-3.36,173.27,107.54,197.72
23-06-19,159.11,159.12,156.34,158.44,820681,64.43,72.34,100.59,57.82,-2.74,-3.33,159.67,177.45,158.44
19-06-23,146.4,148.89,143.2,144.88,289793,124.8,145.41,138.38,36.39,2.05,-1.46,174.14,138.07,144.88
23-04-22,189.44,189.58,187.42,188.51,228877,83.75,167.16,143.61,62.9,-3.78,0.44,166.07,71.59,188.51
31-03-22,169.9,171.32,164.9,166.68,256082,162.43,168.88,130.82,51.39,2.71,-4.53,106.7,180.83,166.68
03-04-20,117.54,122.13,115.22,115.85,460734,70.98,52.14,152.45,68.12,3.32,4.65,55.07,98.02,115.85
11-03-19,81.66,85.97,80.32,84.88,919436,181.51,156.66,126.68,54.44,0.75,0.21,179.68,118.32,84.88
07-03-20,154.15,157.44,150.46,151.69,975629,60.69,95.85,146.99,66.23,-0.11,-1.38,112.36,51,151.69
07-03-19,151.16,155.33,148.68,150.52,765041,139.37,78.94,114.91,43.78,5,-2.46,55.88,70.58,150.52
19-12-23,196.73,201.49,191.94,197.85,930804,82.32,60.81,146.31,40.62,0.46,3.95,73.62,123.06,197.85
21-11-22,93.81,96.21,93.69,94.5,306106,61.64,165.12,110.78,51.78,2.16,4.26,199.51,153.35,94.5
11-09-22,85.85,88.74,84.93,85.04,398612,100.52,63.16,146.48,64.47,0.84,2.71,188.74,158.32,85.04
23-08-20,102.29,105.66,99.19,99.88,898380,138.27,91.9,153.75,42.21,4.46,-3.05,136.55,75.53,99.88
10-09-21,126.66,126.77,126.22,126.53,585717,138.46,134.8,122.5,44.74,2.71,1.54,191.81,102.11,126.53
27-03-22,168.23,171.27,165.13,165.71,996431,140.79,173.81,59.34,43.31,-2.05,0.36,66.15,107.72,165.71
10-05-21,187.43,190.07,185.32,187.54,950631,105.47,65.48,143.21,67.94,-0.72,4.47,63.47,78.76,187.54
14-02-22,58.78,63.27,57.77,59.11,995041,102.73,61.04,137.92,61.76,-3.24,-1.38,174.55,62.75,59.11
30-06-22,164.09,168.76,163.45,168.73,954256,50.17,148.16,57.18,59.22,4.8,3.48,136.42,131.13,168.73
21-07-20,54.84,55.56,53.73,54.47,926028,150.2,133.09,123.05,51.95,0.7,-2.54,159.69,161.81,54.47
27-11-20,143.84,145.07,140.17,142.6,876279,174.59,101.92,193.84,61.66,0.46,-0.98,120.05,174.77,142.6
23-02-23,141.22,143.98,139.7,140.17,918075,63.77,118.15,170.69,41.44,0.22,-3.53,105.21,73.2,140.17
20-08-23,143.43,146.55,138.77,144.43,863601,112.33,196.51,113.63,48.56,-4.7,1.42,192.88,166.9,144.43
30-11-20,134.47,134.92,133.26,133.9,956047,182.66,145.31,81.82,58.12,1.85,0.26,120.17,66.76,133.9
07-12-23,54.67,55.72,53.81,54.47,562895,129.86,92.2,130.14,69.23,0.84,1.71,105.7,110.69,54.47
07-05-23,79.09,80.08,77.16,78.79,739365,108.66,129.47,188.93,62.97,-3.48,-2.15,79.39,143.13,78.79
28-08-19,52.39,56.9,49.51,53.97,352027,193.58,118.22,69.39,47.29,-4.97,-4.08,90.99,144.63,53.97
03-10-20,150.54,151.11,147.24,147.41,849955,152.51,173.79,154.22,68.78,0.7,1.61,162.14,85.36,147.41
16-07-20,119.62,122.51,114.8,117.71,686228,153.63,140,146.24,66.17,2.52,-2.05,59.6,184.73,117.71
18-08-20,80.75,82.49,79.36,80.29,119475,59.83,160.65,86.52,41.47,4.24,-0.61,129.16,87.13,80.29
26-10-19,180.69,184.66,179.43,182.5,337945,74.53,111.06,131.19,55.44,4.86,-3.62,191.85,96.54,182.5
10-06-19,92.11,93.07,89.59,89.68,532290,176.53,199.67,140.88,31.69,-2.96,-2.93,108.76,159.89,89.68
28-08-23,185.11,189.33,180.72,183.99,709129,161.64,173.08,151.16,66.5,-4.75,-4.07,144.4,77.01,183.99
22-02-19,85.94,90.3,82.98,85.96,378862,98.09,174.01,128.56,62.5,-0.64,-1.83,145.94,167.84,85.96
10-08-21,187.17,188.05,185.47,186.08,400298,120.42,146.76,78.43,54.65,-0.19,-2.81,58.67,123.04,186.08
31-10-21,133.6,137.07,132.41,136.31,782559,150.86,108.69,53.25,52.15,-2.01,2.84,120.63,197.09,136.31
16-09-22,184,185.72,179.9,180.53,621132,165.27,153.06,106.55,66.97,4.45,-4.64,52.49,177.26,180.53
24-12-21,70.92,73.99,66.35,71.66,655010,68.83,169.44,121.52,38.49,4.55,3.19,60.56,130.78,71.66
19-02-19,149.26,152.06,145.36,146.77,695167,77.8,190.44,72.23,31.65,3.6,-2.88,52.32,182.14,146.77
30-01-21,126.37,129.55,125.9,129.12,524016,82.6,141.24,193.21,43.49,-3.46,2.47,95.24,189.49,129.12
03-01-22,84.69,87.44,80.67,83.86,449873,115.36,107.96,178.49,59.04,3.99,-4.89,60.82,162,83.86
18-03-23,64.44,68.68,61.02,66.53,180525,99.91,155.16,101.39,57.54,1.27,2.83,100.59,83.44,66.53
24-09-21,125.76,126.61,125.39,126.06,586912,184.28,111.33,144.79,44.37,0.78,3.73,103.52,58.24,126.06
23-05-20,63.49,64.99,59.22,63.23,865540,78.29,197.79,112.06,49.3,-4.26,3.71,168.76,110.74,63.23
23-01-22,180.37,181.15,180.1,180.82,703791,112.78,127.9,186.44,38.41,1.56,-2.15,161.74,92.92,180.82
29-03-23,104.06,108.1,100.84,107.04,153406,158.22,114.23,180.36,67.63,-3.16,-4.05,156.67,190.21,107.04
26-10-19,193.72,198.64,192.07,193.74,198144,188.24,99.5,136.5,69.24,-2.49,1.81,90.15,139.1,193.74
24-12-20,137.98,140.23,137.1,137.18,861568,173.15,73.81,101.19,45.26,4.26,-2.92,128.65,112.53,137.18
20-11-20,59.82,61.8,56.06,58.01,615641,139.97,81.78,57.33,51.83,4.19,2.9,181.13,167.78,58.01
29-04-21,168.8,171.39,164.85,168.7,236507,144.11,183.76,136.75,69.76,0.68,-4.16,167.14,144.42,168.7
05-10-23,139.24,141.51,137.51,137.52,311012,105.49,96.08,65.08,54.19,3.98,-3.68,97.01,186.23,137.52
19-09-19,83.89,85.18,79.62,84.22,512267,173.29,104.93,134.74,53.21,2.95,-4.35,125.92,180.9,84.22
16-07-21,86.44,91.17,83.17,83.24,321500,170.02,139.37,138.52,54.15,-2.2,2.59,50.93,62.21,83.24
23-03-20,112.08,113.41,108.95,113.13,662777,60.36,164.57,66.08,56.76,0.84,0.33,102.21,170.97,113.13
26-11-20,173.37,175.38,171.92,175.09,911221,63.69,124.8,176.7,43.2,3.78,-0.53,83.91,62.92,175.09
05-03-22,191.43,192.77,191.08,192.7,548412,51.47,149.48,192.22,41.76,-0.3,-2.47,131.4,181.35,192.7
22-04-20,141.84,142.62,137.73,138.8,525942,60,95.47,165.48,51.11,-4.44,2.65,62.39,168.88,138.8
28-10-22,129.03,129.27,125,128.73,286383,53.52,183.01,95.58,32.72,1.5,3.14,155.63,69.57,128.73
15-02-20,168.29,172.71,163.8,165.78,598099,116.73,92.15,149.66,52.43,2.09,0.73,78.17,198.94,165.78
13-04-23,178.18,178.5,177.89,177.93,863037,138.9,120.66,66.81,45.48,3.14,2.35,86.65,194.76,177.93
30-12-21,191.53,193.69,189.82,191.57,570647,62.25,162.5,57.74,64.6,4.38,-1.52,193.01,128.4,191.57
19-12-21,139.5,142.25,136.77,140.67,541176,99.76,52.96,135.82,60.48,-2.59,-2.3,122.48,196.36,140.67
07-11-22,79.67,83.34,75.38,80.62,758113,105.63,76.77,136.08,55.18,1.43,-4.42,111.43,60.83,80.62
02-12-22,107.1,110.27,106.94,109.77,753970,110.76,143.17,181.88,67.76,3.52,1.06,140.45,134,109.77
24-05-23,191.04,194.05,188.1,191.12,630689,75.11,175.8,107.93,60.34,3.02,3.69,107.21,124.24,191.12
07-03-20,89.27,91.41,85.15,90.04,313937,187.87,51.57,165.95,44.25,3.49,0.73,172.31,128.65,90.04
29-03-21,158.32,158.34,156.8,158.09,492885,59.08,172.54,118.64,50.15,-0.13,2.16,183.25,82.92,158.09
29-09-20,118.83,120.64,116.11,117.47,208193,94.86,94.75,169.63,38.59,4.93,-3.74,142.31,137.28,117.47
14-05-20,170.69,172.55,170.36,171.18,146527,153.59,60.87,198.68,35.78,4.75,1.52,108.48,112.99,171.18
17-06-21,161.08,165.36,157.39,159.01,503659,147.23,119.78,180.75,39.22,2.28,3.43,65.68,109.45,159.01
20-02-20,79.96,81.22,75.62,81,896981,58.44,127.06,125.33,38.59,3.71,-3.39,80.88,111.83,81
19-11-22,196.39,196.46,193.92,196.02,891259,132.41,160.5,179.41,64.17,-1.98,-3.36,92.05,94.18,196.02
23-04-19,110.43,113.58,107.1,111.73,429517,145.58,136.03,197.26,34.84,0.41,3.81,100.21,62.41,111.73
31-05-22,82.65,82.76,79.59,82.01,443125,92.64,86.22,149.77,49.65,-1.55,1.64,90.85,59.2,82.01
06-12-21,164.8,168.42,163.17,166.05,560400,138.59,137.14,158.74,57.57,3.12,0.59,69.66,68.47,166.05
27-05-23,135.38,137.02,135.18,135.54,265972,86.26,90.1,148.02,62.33,-4.47,1.51,92.27,50.62,135.54
12-12-21,75.12,80.09,72.24,79.27,925407,117.55,72.81,81.95,58.03,-1.59,-0.38,141.03,133.84,79.27
11-08-23,145.17,147.42,144,146.82,930696,166.21,76.37,123.81,45.38,-4.03,4.29,157.46,189.03,146.82
17-07-22,125.41,128.9,120.49,126.9,775438,153.18,154.65,150.58,41.16,-2.55,-0.98,103.53,193.33,126.9
18-08-22,140.83,145.62,136.17,143.11,648470,151.61,178.2,145.26,68.97,1.9,-0.43,164.02,118.33,143.11
27-03-20,129,132.92,127.41,128.43,527348,83.67,191.75,119.53,66.98,0.32,-1.23,156.67,115.99,128.43
07-09-22,109.5,113.25,106.07,112.62,792627,97.87,132.9,84.09,30.5,-4.74,3.38,139.58,166.5,112.62
18-10-21,57.47,61.71,53.47,54.54,978653,73.62,95.94,73.39,36.61,1.09,2.46,126.33,163.48,54.54
17-07-19,80.72,82.28,78.7,80.26,765232,168.95,95.42,163.88,44.85,1.85,3.01,91.44,186.66,80.26
02-09-21,105.45,109.63,103.9,104.82,577063,89.22,67.84,146.49,52.57,1.75,-0.6,159.48,162.88,104.82
04-07-21,117.24,120.9,114.04,118.43,192219,61.36,79.19,144.63,46.14,2.98,1,58.23,189.69,118.43
27-09-21,68.92,70.4,65.83,67.42,932911,78.1,58.24,64.05,41.35,1.71,4.1,67.07,109.98,67.42
02-12-20,111.97,116.41,111.9,113.13,205537,160.82,71.49,141.53,44.15,0.33,1.57,141.12,121.64,113.13
31-07-21,123.79,124.93,122.51,124.54,764458,62.85,160.33,135.31,47.18,0.33,-0.99,185.29,155.86,124.54
09-11-22,175.55,178.21,172.71,173.08,950277,99.71,81.33,88.59,41.75,4.06,1.74,65.01,107.32,173.08
07-11-21,58.19,63.04,56.24,62.24,375491,164.96,155.21,129.22,45.46,-4.96,-2.35,141.43,137.34,62.24
25-06-19,181.87,185.55,179.89,181.54,582923,65.57,81.67,97.32,69.46,-3.69,-3.19,170.78,118.62,181.54
28-01-23,58.85,62.18,54.93,59.04,338409,96.32,113.68,115.17,37.16,4.78,-3.38,189.43,142.22,59.04
12-07-23,141.87,144.56,140.42,140.89,973762,124.9,79.15,92.08,46.61,-4.36,-3.49,110,145.62,140.89
01-05-19,61.89,65.25,57.51,62.9,159467,53.79,90.16,181.39,48.32,0.43,-4.06,53.1,183.41,62.9
19-08-19,127.23,130.61,126.64,128.28,642271,122.48,80.68,188.39,65.69,-0.44,-4.18,54.46,83.84,128.28
11-04-21,73.11,73.55,71.1,71.73,448296,133.84,151.29,126.22,59.45,-2.37,-2.1,173.16,191.43,71.73
19-09-22,137.48,138.43,134.77,135.67,379715,189.29,64.57,71.09,40.14,-0.93,3.13,197.27,75.59,135.67
16-12-22,70.65,71.46,67.71,69.28,978419,50.52,82.43,89.13,60.87,-1.54,-2.6,166.79,137.39,69.28
04-01-22,75.31,75.32,70.61,71.2,540449,156.44,179.87,183.39,31.24,3.36,4.29,64.56,197.63,71.2
04-04-19,193.9,194.45,191.77,194.32,796588,72.76,120.72,158.83,41,1.68,0.56,165.24,58.28,194.32
17-12-22,132.13,133.02,132.08,132.4,201016,60.93,151.72,107.76,59.88,4.54,1.19,171.09,127.88,132.4
31-03-22,67.62,69.65,66.55,66.83,269543,155.09,187.83,109.03,64.23,3.62,3.35,126.72,72.11,66.83
15-07-20,155.2,158.29,153.46,155.29,405337,176.54,171.68,62.1,42.37,3,2.22,95.66,139.15,155.29
23-12-21,176.12,180.13,172.27,175.39,840780,90.2,124.27,196.59,57.68,-1.62,5,189.22,72.18,175.39
29-03-22,128.18,133.01,125.48,132.21,701870,166.39,132.9,126.45,31.65,-3.99,1.48,73.42,51.01,132.21
